value,timestamp
-0.6591542026690473,2017-07-01 00:00:00
-1.015365221500126,2017-07-01 12:00:00
-0.9458594183503988,2017-07-02 00:00:00
-1.0735713563817628,2017-07-02 12:00:00
-0.9688035633356118,2017-07-03 00:00:00
-1.0576571272395356,2017-07-03 12:00:00
-0.8936062119944264,2017-07-04 00:00:00
-0.9093582794267486,2017-07-04 12:00:00
-0.9555864499088198,2017-07-05 00:00:00
-0.9017914744196671,2017-07-05 12:00:00
-0.7453049610629974,2017-07-06 00:00:00
-0.7355634760783273,2017-07-06 12:00:00
-0.9287118923121059,2017-07-07 00:00:00
-0.5191025908228899,2017-07-07 12:00:00
-0.8339210715521702,2017-07-08 00:00:00
-0.6770392934745265,2017-07-08 12:00:00
-0.8012154787309791,2017-07-09 00:00:00
-0.7226164140403069,2017-07-09 12:00:00
-0.7915736865147336,2017-07-10 00:00:00
-0.7376913824647515,2017-07-10 12:00:00
-0.7099468760390322,2017-07-11 00:00:00
-0.6805473428166364,2017-07-11 12:00:00
-0.6649114270437081,2017-07-12 00:00:00
-0.5429905274114776,2017-07-12 12:00:00
-0.6327137011523375,2017-07-13 00:00:00
,2017-07-13 12:00:00
-0.7223314884391386,2017-07-14 00:00:00
-0.6603943121873139,2017-07-14 12:00:00
-0.5839251608639868,2017-07-15 00:00:00
-0.5903751133481526,2017-07-15 12:00:00
-0.42656285428903706,2017-07-16 00:00:00
-0.5639228969958581,2017-07-16 12:00:00
-0.49752192845753895,2017-07-17 00:00:00
-0.46402561673857357,2017-07-17 12:00:00
-0.5083954305213911,2017-07-18 00:00:00
-0.46589914124664644,2017-07-18 12:00:00
-0.45741650657338734,2017-07-19 00:00:00
-0.4311996180176468,2017-07-19 12:00:00
-0.39272941561599406,2017-07-20 00:00:00
-0.33509388450224387,2017-07-20 12:00:00
-0.3983568324315005,2017-07-21 00:00:00
-0.145056650859809,2017-07-21 12:00:00
-0.29345641584191373,2017-07-22 00:00:00
-0.3541128196017177,2017-07-22 12:00:00
-0.29073295869125504,2017-07-23 00:00:00
-0.2722133652945318,2017-07-23 12:00:00
-0.2220692843018514,2017-07-24 00:00:00
-0.23061380424331873,2017-07-24 12:00:00
-0.20587134525470546,2017-07-25 00:00:00
-0.2460637907860555,2017-07-25 12:00:00
-0.18090727688387995,2017-07-26 00:00:00
-0.1740116269995207,2017-07-26 12:00:00
-0.15637014349977466,2017-07-27 00:00:00
-0.1291688806510554,2017-07-27 12:00:00
-0.1462902566760007,2017-07-28 00:00:00
-0.10699706486127723,2017-07-28 12:00:00
-0.08983036507149407,2017-07-29 00:00:00
-0.0844988169083872,2017-07-29 12:00:00
-0.07097224270910694,2017-07-30 00:00:00
-0.04462364509094961,2017-07-30 12:00:00
-0.033855337099990515,2017-07-31 00:00:00
-0.01590258294797795,2017-07-31 12:00:00
0.0,2017-08-01 00:00:00
0.016849673203884353,2017-08-01 12:00:00
0.03126120179264033,2017-08-02 00:00:00
,2017-08-02 12:00:00
0.062201638678271144,2017-08-03 00:00:00
0.07995994034512016,2017-08-03 12:00:00
0.07963557946401056,2017-08-04 00:00:00
-0.11633287175030693,2017-08-04 12:00:00
,2017-08-05 00:00:00
0.1138217081888058,2017-08-05 12:00:00
0.16515323169564303,2017-08-06 00:00:00
0.17942023370271892,2017-08-06 12:00:00
0.18515153678413399,2017-08-07 00:00:00
0.2182799202248484,2017-08-07 12:00:00
0.22679356606402837,2017-08-08 00:00:00
0.28651244908417917,2017-08-08 12:00:00
0.25653289697193893,2017-08-09 00:00:00
0.26531843263524596,2017-08-09 12:00:00
0.3084849927595685,2017-08-10 00:00:00
0.3568042513968662,2017-08-10 12:00:00
0.2834899597103525,2017-08-11 00:00:00
,2017-08-11 12:00:00
0.2852702541654373,2017-08-12 00:00:00
,2017-08-12 12:00:00
0.38743021825249335,2017-08-13 00:00:00
0.38578152582742875,2017-08-13 12:00:00
0.3989172855962634,2017-08-14 00:00:00
-0.696040117231228,2017-08-14 12:00:00
0.495515193382417,2017-08-15 00:00:00
-0.07141412651228674,2017-08-15 12:00:00
0.46309367811220936,2017-08-16 00:00:00
-0.6145940473700131,2017-08-16 12:00:00
0.48041749947607626,2017-08-17 00:00:00
0.6630263024574385,2017-08-17 12:00:00
0.5126695580103859,2017-08-18 00:00:00
0.5605081746263966,2017-08-18 12:00:00
0.6012239182480777,2017-08-19 00:00:00
0.578180797698881,2017-08-19 12:00:00
0.6006177930018193,2017-08-20 00:00:00
0.637247359869988,2017-08-20 12:00:00
,2017-08-21 00:00:00
0.6342320082415196,2017-08-21 12:00:00
0.6006964423707752,2017-08-22 00:00:00
0.6789787555546287,2017-08-22 12:00:00
0.6722762988308096,2017-08-23 00:00:00
0.8261146855068474,2017-08-23 12:00:00
0.6873011465965332,2017-08-24 00:00:00
0.7323996464253147,2017-08-24 12:00:00
0.660817726274249,2017-08-25 00:00:00
0.8312335026086053,2017-08-25 12:00:00
0.7628458543084117,2017-08-26 00:00:00
0.809494793581886,2017-08-26 12:00:00
0.3777995162727146,2017-08-27 00:00:00
0.8867290973547234,2017-08-27 12:00:00
0.7354987834307757,2017-08-28 00:00:00
0.8752731999148121,2017-08-28 12:00:00
0.8275125961890772,2017-08-29 00:00:00
0.704117630730126,2017-08-29 12:00:00
0.9808847894340704,2017-08-30 00:00:00
0.954304063532723,2017-08-30 12:00:00
1.0645888668810897,2017-08-31 00:00:00
1.0047641083027214,2017-08-31 12:00:00
1.0332157447487975,2017-09-01 00:00:00
